Year,State,Total Salary - Per Pupil Percent Change,Total Benefits - Per Pupil Percent Change,Total Salary,Total Benefits
2015,California,-0.054905275970498435,0.45710060829854005,-0.054905275970498435,0.45710060829854005
2016,California,0.009249361217305685,0.6818401512351631,0.009249361217305685,0.6818401512351631
2017,California,0.03236519723198383,0.8528578616714715,0.03236519723198383,0.8528578616714715
2018,California,0.024965977109402404,0.7684731094843389,0.024965977109402404,0.7684731094843389
2019,California,0.11114101480355743,1.3053338378244836,0.11114101480355743,1.3053338378244836
2020,California,0.12164839710477948,1.1949401951067942,0.12164839710477948,1.1949401951067942
2003,Colorado,0.042606309601396664,0.07595522008096456,0.042606309601396664,0.07595522008096456
2004,Colorado,0.025271152179112466,0.12569490209814638,0.025271152179112466,0.12569490209814638
2005,Colorado,0.015680351008747095,0.17331575079332584,0.015680351008747095,0.17331575079332584
2006,Colorado,-0.0017929628974717726,0.22240458612410574,-0.0017929628974717726,0.22240458612410574
2007,Colorado,0.00967754310946134,0.2703381748963296,0.00967754310946134,0.2703381748963296
2008,Colorado,0.01728682120528746,0.843732268794678,0.01728682120528746,0.843732268794678
2009,Colorado,0.03790017424782266,0.3099533963877794,0.03790017424782266,0.3099533963877794
2010,Colorado,0.04324128969877217,0.34183027310530534,0.04324128969877217,0.34183027310530534
2011,Colorado,-0.006872901527236408,0.3397662642029704,-0.006872901527236408,0.3397662642029704
2012,Colorado,-0.05582323121898958,0.31282648156884574,-0.05582323121898958,0.31282648156884574
2013,Colorado,-0.06417961714622533,0.3486142796591205,-0.06417961714622533,0.3486142796591205
2014,Colorado,-0.04966031111454994,0.39504821157351966,-0.04966031111454994,0.39504821157351966
2015,Colorado,-0.029706267477937698,0.44554824550544714,-0.029706267477937698,0.44554824550544714
2016,Colorado,-0.006865037908214133,0.5867633043931544,-0.006865037908214133,0.5867633043931544
2017,Colorado,-9.80703780461445e-4,0.5690537053867428,-9.80703780461445e-4,0.5690537053867428
2018,Colorado,-0.004722193657358931,0.6739240336848782,-0.004722193657358931,0.6739240336848782
2019,Colorado,0.050070033880716514,0.9595950953744192,0.050070033880716514,0.9595950953744192
2020,Colorado,0.09668924205886498,1.0546746112050598,0.09668924205886498,1.0546746112050598
2003,Connecticut,-0.003150423754602949,0.005376045243982386,-0.003150423754602949,0.005376045243982386
2004,Connecticut,0.002526229577048955,0.0689065856646156,0.002526229577048955,0.0689065856646156
2005,Connecticut,0.022625512778784218,0.27573964056135436,0.022625512778784218,0.27573964056135436
2006,Connecticut,0.03085262238911879,0.3762419957371512,0.03085262238911879,0.3762419957371512
2007,Connecticut,0.039852666732117736,0.372369139615931,0.039852666732117736,0.372369139615931
2008,Connecticut,0.05138963276113584,0.4902306626919495,0.05138963276113584,0.4902306626919495
2009,Connecticut,0.07690934463012411,0.5590005749052234,0.07690934463012411,0.5590005749052234
2010,Connecticut,0.09987078878957356,0.5928740580376768,0.09987078878957356,0.5928740580376768
2011,Connecticut,0.11711733441117267,0.69302171460554,0.11711733441117267,0.69302171460554
2012,Connecticut,0.10355922083280222,0.846991276912719,0.10355922083280222,0.846991276912719
2013,Connecticut,0.11594394573306044,0.8197742890999526,0.11594394573306044,0.8197742890999526
2014,Connecticut,0.13477680808155879,1.056612708891317,0.13477680808155879,1.056612708891317
2015,Connecticut,0.1665310581558308,1.1444290847474945,0.1665310581558308,1.1444290847474945
2016,Connecticut,0.19824267045919464,1.182642040221341,0.19824267045919464,1.182642040221341
2017,Connecticut,0.20323409359669942,1.1910850487375502,0.20323409359669942,1.1910850487375502
2018,Connecticut,0.2193969384444272,1.4341702807950214,0.2193969384444272,1.4341702807950214
2019,Connecticut,0.23130693750004516,1.4523522945881475,0.23130693750004516,1.4523522945881475
2020,Connecticut,0.23820391085614023,1.3942549162331224,0.23820391085614023,1.3942549162331224
2003,Delaware,0.013785807425092944,0.0828266269189375,0.013785807425092944,0.0828266269189375
2004,Delaware,0.02672470362622459,0.18129871519668384,0.02672470362622459,0.18129871519668384
2005,Delaware,0.03638494369846357,0.29960537672483345,0.03638494369846357,0.29960537672483345
2006,Delaware,0.04343289208117751,0.3991921725756933,0.04343289208117751,0.3991921725756933
2007,Delaware,0.03952574678425358,0.4402670796702577,0.03952574678425358,0.4402670796702577
2008,Delaware,0.045718016015579455,0.419894266378797,0.045718016015579455,0.419894266378797
2009,Delaware,0.02390000650609969,0.39706499341111723,0.02390000650609969,0.39706499341111723
2010,Delaware,0.017789491744349517,0.38995070495576223,0.017789491744349517,0.38995070495576223
2011,Delaware,0.029473971703736668,0.39827526677624037,0.029473971703736668,0.39827526677624037
2012,Delaware,0.06384514431649779,0.5692779367977086,0.06384514431649779,0.5692779367977086
2013,Delaware,0.04628514208454049,0.5993413495302358,0.04628514208454049,0.5993413495302358
2014,Delaware,0.022859447316389225,0.6012765946834304,0.022859447316389225,0.6012765946834304
2015,Delaware,0.03342586463832076,0.5995553833817053,0.03342586463832076,0.5995553833817053
2016,Delaware,0.051752022779362195,0.7058637334288045,0.051752022779362195,0.7058637334288045
2017,Delaware,0.06885843266831171,0.823062312361077,0.06885843266831171,0.823062312361077
2018,Delaware,0.06849066818408933,0.7965712866156611,0.06849066818408933,0.7965712866156611
2019,Delaware,0.08685941073913406,0.8557666586256196,0.08685941073913406,0.8557666586256196
2020,Delaware,0.12069940210341179,0.9131049999168432,0.12069940210341179,0.9131049999168432
2003,Florida,0.006275119919822325,0.0016550494974403307,0.006275119919822325,0.0016550494974403307
2004,Florida,0.013874357889719802,0.09759899684451057,0.013874357889719802,0.09759899684451057
2005,Florida,0.03483551588315037,0.12532586965389725,0.03483551588315037,0.12532586965389725
2006,Florida,0.065625141647772,0.16317508066941433,0.065625141647772,0.16317508066941433
2007,Florida,0.12330778957685617,0.28983078470162194,0.12330778957685617,0.28983078470162194
2008,Florida,0.14445160737071494,0.32684516475892167,0.14445160737071494,0.32684516475892167
2009,Florida,0.10121536171791878,0.3053224573749509,0.10121536171791878,0.3053224573749509
2010,Florida,0.06305215037342582,0.29125953375564717,0.06305215037342582,0.29125953375564717
2011,Florida,0.043016100067452046,0.3267715933680022,0.043016100067452046,0.3267715933680022
2012,Florida,-0.02289513602551385,0.0420785228498175,-0.02289513602551385,0.0420785228498175
2013,Florida,-0.043007290605491355,0.03972411943590659,-0.043007290605491355,0.03972411943590659
2014,Florida,-0.039664979113090304,0.12223679561288714,-0.039664979113090304,0.12223679561288714
2015,Florida,-0.04247771106081688,0.12065905657556852,-0.04247771106081688,0.12065905657556852
2016,Florida,-0.045046161501589355,0.13268471543030858,-0.045046161501589355,0.13268471543030858
2017,Florida,-0.05654653324436021,0.13991282205136746,-0.05654653324436021,0.13991282205136746
2018,Florida,-0.05528933804680258,0.1417511811460812,-0.05528933804680258,0.1417511811460812
2019,Florida,-0.06348375709445664,0.14577179805256635,-0.06348375709445664,0.14577179805256635
2020,Florida,-0.038502835132243174,0.18222509873332182,-0.038502835132243174,0.18222509873332182
2003,Georgia,0.0404181350812014,-0.013159791232346563,0.0404181350812014,-0.013159791232346563
2004,Georgia,0.018778874058628547,-0.047205118151334546,0.018778874058628547,-0.047205118151334546
2005,Georgia,0.00881624147697968,-0.0723475529780162,0.00881624147697968,-0.0723475529780162
2006,Georgia,0.01849320540213739,0.013620853037048297,0.01849320540213739,0.013620853037048297
2007,Georgia,0.039572910789170024,0.14838689510422376,0.039572910789170024,0.14838689510422376
2008,Georgia,0.05423867553546402,0.16031285174445897,0.05423867553546402,0.16031285174445897
2009,Georgia,0.07647518247743701,-0.024080800257076707,0.07647518247743701,-0.024080800257076707
2010,Georgia,0.023138625377797872,0.034082337132967044,0.023138625377797872,0.034082337132967044
2011,Georgia,-0.030477649416892905,0.01573470231365981,-0.030477649416892905,0.01573470231365981
2012,Georgia,-0.06536874148800853,0.010216512342070327,-0.06536874148800853,0.010216512342070327
2013,Georgia,-0.10840257057466196,0.006815416223915349,-0.10840257057466196,0.006815416223915349
2014,Georgia,-0.13192959993615405,0.04202609197625007,-0.13192959993615405,0.04202609197625007
2015,Georgia,-0.11871080225616626,0.07093718061139676,-0.11871080225616626,0.07093718061139676
2016,Georgia,-0.09707892971333887,0.13924407523782012,-0.09707892971333887,0.13924407523782012
2017,Georgia,-0.06610686490121442,0.1927544515862636,-0.06610686490121442,0.1927544515862636
2018,Georgia,-0.06390183941926808,0.2914690729033782,-0.06390183941926808,0.2914690729033782
2019,Georgia,-0.06185579171138034,0.3576099406241937,-0.06185579171138034,0.3576099406241937
2020,Georgia,-0.027475942132212605,0.43709292074750605,-0.027475942132212605,0.43709292074750605
2003,Hawaii,0.022625631404217916,0.49723496563042624,0.022625631404217916,0.49723496563042624
2004,Hawaii,0.021982328076871838,0.5261658505267941,0.021982328076871838,0.5261658505267941
2005,Hawaii,0.0348170449968519,0.6872473585700778,0.0348170449968519,0.6872473585700778
2006,Hawaii,0.05138967365545666,0.948777738138773,0.05138967365545666,0.948777738138773
2007,Hawaii,0.12646934603434712,1.1024228626985066,0.12646934603434712,1.1024228626985066
2008,Hawaii,0.13192191653656327,1.0644423092824224,0.13192191653656327,1.0644423092824224
2009,Hawaii,0.16989302381054872,1.3930995158306878,0.16989302381054872,1.3930995158306878
2010,Hawaii,0.06504138542613025,1.239166817870502,0.06504138542613025,1.239166817870502
2011,Hawaii,0.0740088244973689,0.9128360512562688,0.0740088244973689,0.9128360512562688
2012,Hawaii,0.01249803052462961,0.8968043626602671,0.01249803052462961,0.8968043626602671
2013,Hawaii,-0.007370562931383606,0.9536867870116377,-0.007370562931383606,0.9536867870116377
2014,Hawaii,0.030572955079926745,1.0329139349572847,0.030572955079926745,1.0329139349572847
2015,Hawaii,0.07777477802865662,1.188329169330661,0.07777477802865662,1.188329169330661
2016,Hawaii,0.13169335160127016,1.4200562191202115,0.13169335160127016,1.4200562191202115
2017,Hawaii,0.13120248469066387,1.6564583067551704,0.13120248469066387,1.6564583067551704
2018,Hawaii,0.15388027192226827,2.0137466947528084,0.15388027192226827,2.0137466947528084
2019,Hawaii,0.17163889829321466,2.3399152825888803,0.17163889829321466,2.3399152825888803
2020,Hawaii,0.18968840811405419,2.601670003271423,0.18968840811405419,2.601670003271423
2003,Idaho,-0.009497132188962643,0.002900914866170279,-0.009497132188962643,0.002900914866170279
2004,Idaho,-0.036745624484700645,0.013224268786404147,-0.036745624484700645,0.013224268786404147
2005,Idaho,-0.03117872936351962,0.04947780745384356,-0.03117872936351962,0.04947780745384356
2006,Idaho,-0.047326834291873676,0.03643110980705555,-0.047326834291873676,0.03643110980705555
2007,Idaho,-0.0497442008750022,0.025304787026731113,-0.0497442008750022,0.025304787026731113
2008,Idaho,-0.05225380658834733,0.041803351290442325,-0.05225380658834733,0.041803351290442325
2009,Idaho,-0.03844507300424971,0.06346009450158063,-0.03844507300424971,0.06346009450158063
2010,Idaho,-0.0457926801212325,0.07735286062348123,-0.0457926801212325,0.07735286062348123
2011,Idaho,-0.09710807328226623,0.017600292395771877,-0.09710807328226623,0.017600292395771877
2012,Idaho,-0.1574783677647238,-0.031050080703539318,-0.1574783677647238,-0.031050080703539318
2013,Idaho,-0.15022260407049537,-0.03456666615165649,-0.15022260407049537,-0.03456666615165649
2014,Idaho,-0.1980507272103167,-0.051975677292250055,-0.1980507272103167,-0.051975677292250055
2015,Idaho,-0.17735527675290552,-0.016440275792021564,-0.17735527675290552,-0.016440275792021564
2016,Idaho,-0.1574627295893225,0.009733050325187786,-0.1574627295893225,0.009733050325187786
2017,Idaho,-0.13923994453311983,0.03325369529131228,-0.13923994453311983,0.03325369529131228
2018,Idaho,-0.12293015856976364,0.04341481006111625,-0.12293015856976364,0.04341481006111625
2019,Idaho,-0.11883290913555455,0.05086505173387512,-0.11883290913555455,0.05086505173387512
2020,Idaho,-0.09071506408052443,0.0894985281731413,-0.09071506408052443,0.0894985281731413
2003,Illinois,0.014946295336885296,0.06263128979710064,0.014946295336885296,0.06263128979710064
2004,Illinois,0.013888660625654081,0.17087908811332286,0.013888660625654081,0.17087908811332286
2005,Illinois,0.015865805649299736,0.09651046423964149,0.015865805649299736,0.09651046423964149
2006,Illinois,0.005694718581158664,0.03317684928673281,0.005694718581158664,0.03317684928673281
2007,Illinois,0.015237006213331572,0.05169317620044245,0.015237006213331572,0.05169317620044245
2008,Illinois,0.017370814225299958,0.1702800418453705,0.017370814225299958,0.1702800418453705
2009,Illinois,0.04682495011060395,1.3583479506117122,0.04682495011060395,1.3583479506117122
2010,Illinois,0.08389785873999189,0.6540403710372888,0.08389785873999189,0.6540403710372888
2011,Illinois,0.0602664798179986,0.6230106847021983,0.0602664798179986,0.6230106847021983
2012,Illinois,0.0435145155074228,0.6843357011046352,0.0435145155074228,0.6843357011046352
2013,Illinois,0.04072341312482375,0.7330445004691222,0.04072341312482375,0.7330445004691222
2014,Illinois,0.03774599416733193,1.0133024576046994,0.03774599416733193,1.0133024576046994
2015,Illinois,0.05522784924869906,1.2703791213445506,0.05522784924869906,1.2703791213445506
2016,Illinois,0.06605226250240248,1.408557438046079,0.06605226250240248,1.408557438046079
2017,Illinois,0.06405484764792724,1.9057121896247748,0.06405484764792724,1.9057121896247748
2018,Illinois,0.0797636784863438,1.8507132269815902,0.0797636784863438,1.8507132269815902
2019,Illinois,0.11415542311065408,1.7050208919293106,0.11415542311065408,1.7050208919293106
2020,Illinois,0.15018464975711843,1.9949121699978876,0.15018464975711843,1.9949121699978876
2003,Indiana,-0.005954840759917701,0.07955185857806701,-0.005954840759917701,0.07955185857806701
2004,Indiana,-0.006775439470150357,0.1606025042841226,-0.006775439470150357,0.1606025042841226
2005,Indiana,-0.010836874497852311,0.25264755439663533,-0.010836874497852311,0.25264755439663533
2006,Indiana,-0.04033949501528156,0.17110140980169275,-0.04033949501528156,0.17110140980169275
2007,Indiana,-0.046660564413908756,0.18474527345913394,-0.046660564413908756,0.18474527345913394
2008,Indiana,-0.054404835653555694,0.14012599203375942,-0.054404835653555694,0.14012599203375942
2009,Indiana,-0.03403611834636322,0.1406070921464846,-0.03403611834636322,0.1406070921464846
2010,Indiana,-0.02096150940616026,0.18678551025094836,-0.02096150940616026,0.18678551025094836
2011,Indiana,-0.07575979700014424,0.1636660792167841,-0.07575979700014424,0.1636660792167841
2012,Indiana,-0.09851082639347453,0.2235566733119987,-0.09851082639347453,0.2235566733119987
2013,Indiana,-0.12146313588401825,0.17466226459979084,-0.12146313588401825,0.17466226459979084
2014,Indiana,-0.1383487511552408,0.14765329613244127,-0.1383487511552408,0.14765329613244127
2015,Indiana,-0.13858844078343668,0.16480637088268835,-0.13858844078343668,0.16480637088268835
2016,Indiana,-0.12859213257248703,0.17281234037792403,-0.12859213257248703,0.17281234037792403
2017,Indiana,-0.12325924928238152,0.14886728390106474,-0.12325924928238152,0.14886728390106474
2018,Indiana,-0.13264675187742214,0.17077168023177647,-0.13264675187742214,0.17077168023177647
2019,Indiana,-0.13827031329717143,0.1665737339447262,-0.13827031329717143,0.1665737339447262
2020,Indiana,-0.12208169560786741,0.20621244766408275,-0.12208169560786741,0.20621244766408275
2003,Iowa,-0.007327631830311265,0.055106708164713636,-0.007327631830311265,0.055106708164713636
2004,Iowa,-0.0050831932855902595,0.11107451477486485,-0.0050831932855902595,0.11107451477486485
2005,Iowa,0.0018964061683799383,0.14456763567258712,0.0018964061683799383,0.14456763567258712
2006,Iowa,-0.02807049649084936,0.099129084369312,-0.02807049649084936,0.099129084369312
2007,Iowa,-0.0044526866923069175,0.13462972459675449,-0.0044526866923069175,0.13462972459675449
2008,Iowa,0.015285203459865615,0.15883339693141507,0.015285203459865615,0.15883339693141507
2009,Iowa,0.05451435466847432,0.19506217945881965,0.05451435466847432,0.19506217945881965
2010,Iowa,0.04994458442377847,0.21371125766965005,0.04994458442377847,0.21371125766965005
2011,Iowa,0.017349041648375252,0.22092273007608765,0.017349041648375252,0.22092273007608765
2012,Iowa,0.0020671960236682274,0.24346173774898539,0.0020671960236682274,0.24346173774898539
2013,Iowa,0.010142376249597351,0.26048356068136735,0.010142376249597351,0.26048356068136735
2014,Iowa,0.020056119672338557,0.28686556709810174,0.020056119672338557,0.28686556709810174
2015,Iowa,0.05206134998780132,0.3105297474685951,0.05206134998780132,0.3105297474685951
2016,Iowa,0.07309911450057971,0.3266254379010167,0.07309911450057971,0.3266254379010167
2017,Iowa,0.0839438770959311,0.34463304239038783,0.0839438770959311,0.34463304239038783
2018,Iowa,0.07971686190173277,0.35766215233552834,0.07971686190173277,0.35766215233552834
2019,Iowa,0.07017763971460012,0.36042511988071557,0.07017763971460012,0.36042511988071557
2020,Iowa,0.0675609110824984,0.3558172567884985,0.0675609110824984,0.3558172567884985
2003,Kansas,-0.0010117844374571971,0.025442017546024376,-0.0010117844374571971,0.025442017546024376
2004,Kansas,-0.013230500772789089,0.0986510513318104,-0.013230500772789089,0.0986510513318104
2005,Kansas,-0.013076942311258333,0.06701793048832982,-0.013076942311258333,0.06701793048832982
2006,Kansas,0.029080879195248377,0.1545817620261163,0.029080879195248377,0.1545817620261163
2007,Kansas,0.07319838521948041,0.2537957688316477,0.07319838521948041,0.2537957688316477
2008,Kansas,0.09482009199192265,0.3303443857971493,0.09482009199192265,0.3303443857971493
2009,Kansas,0.11953344016012801,0.4088173566571742,0.11953344016012801,0.4088173566571742
2010,Kansas,0.08734719001200042,0.4027868792708835,0.08734719001200042,0.4027868792708835
2011,Kansas,0.017557183071581717,0.3494248950093519,0.017557183071581717,0.3494248950093519
2012,Kansas,-0.016352923625219562,0.5122268614040135,-0.016352923625219562,0.5122268614040135
2013,Kansas,-0.017475699935891265,0.4311843714775261,-0.017475699935891265,0.4311843714775261
2014,Kansas,-0.027828175822817824,0.4678928775093627,-0.027828175822817824,0.4678928775093627
2015,Kansas,-0.016031004327737408,0.4591379453883033,-0.016031004327737408,0.4591379453883033
2016,Kansas,-0.027180640891789953,0.39501286777219313,-0.027180640891789953,0.39501286777219313
